ORIGIN,ORIGIN_CITY_NAME,DEST,DEST_CITY_NAME
ATL,"Atlanta, GA",SAN,"San Diego, CA"
ATL,"Atlanta, GA",JAX,"Jacksonville, FL"
ATL,"Atlanta, GA",BWI,"Baltimore, MD"
ATL,"Atlanta, GA",GSP,"Greer, SC"
ATL,"Atlanta, GA",MYR,"Myrtle Beach, SC"
ATL,"Atlanta, GA",MEM,"Memphis, TN"
ATL,"Atlanta, GA",IND,"Indianapolis, IN"
ATL,"Atlanta, GA",DAL,"Dallas, TX"
ATL,"Atlanta, GA",RDU,"Raleigh/Durham, NC"
ATL,"Atlanta, GA",HOU,"Houston, TX"
ATL,"Atlanta, GA",PHL,"Philadelphia, PA"
ATL,"Atlanta, GA",MSY,"New Orleans, LA"
ATL,"Atlanta, GA",PIT,"Pittsburgh, PA"
ATL,"Atlanta, GA",IAD,"Washington, DC"
ATL,"Atlanta, GA",BNA,"Nashville, TN"
ATL,"Atlanta, GA",LGA,"New York, NY"
ATL,"Atlanta, GA",FLL,"Fort Lauderdale, FL"
ATL,"Atlanta, GA",PHX,"Phoenix, AZ"
ATL,"Atlanta, GA",AUS,"Austin, TX"
ATL,"Atlanta, GA",MDW,"Chicago, IL"
ATL,"Atlanta, GA",SRQ,"Sarasota/Bradenton, FL"
ATL,"Atlanta, GA",MCI,"Kansas City, MO"
ATL,"Atlanta, GA",DCA,"Washington, DC"
ATL,"Atlanta, GA",RSW,"Fort Myers, FL"
ATL,"Atlanta, GA",MCO,"Orlando, FL"
ATL,"Atlanta, GA",CHS,"Charleston, SC"
ATL,"Atlanta, GA",RIC,"Richmond, VA"
ATL,"Atlanta, GA",SDF,"Louisville, KY"
ATL,"Atlanta, GA",OKC,"Oklahoma City, OK"
ATL,"Atlanta, GA",SAV,"Savannah, GA"
ATL,"Atlanta, GA",COS,"Colorado Springs, CO"
ATL,"Atlanta, GA",LIT,"Little Rock, AR"
ATL,"Atlanta, GA",JAN,"Jackson/Vicksburg, MS"
ATL,"Atlanta, GA",CVG,"Cincinnati, OH"
ATL,"Atlanta, GA",SEA,"Seattle, WA"
ATL,"Atlanta, GA",SEA,"Seattle, WA"
ATL,"Atlanta, GA",SEA,"Seattle, WA"
ATL,"Atlanta, GA",SJU,"San Juan, PR"
ATL,"Atlanta, GA",SJU,"San Juan, PR"
ATL,"Atlanta, GA",CLE,"Cleveland, OH"
ATL,"Atlanta, GA",DTW,"Detroit, MI"
ATL,"Atlanta, GA",CVG,"Cincinnati, OH"
ATL,"Atlanta, GA",BUF,"Buffalo, NY"
ATL,"Atlanta, GA",MIA,"Miami, FL"
ATL,"Atlanta, GA",STL,"St. Louis, MO"
ATL,"Atlanta, GA",SAT,"San Antonio, TX"
ATL,"Atlanta, GA",IAH,"Houston, TX"
ATL,"Atlanta, GA",TPA,"Tampa, FL"
ATL,"Atlanta, GA",DEN,"Denver, CO"
ATL,"Atlanta, GA",LAS,"Las Vegas, NV"
ATL,"Atlanta, GA",BWI,"Baltimore, MD"
ATL,"Atlanta, GA",TTN,"Trenton, NJ"
ATL,"Atlanta, GA",ISP,"Islip, NY"
ATL,"Atlanta, GA",RDU,"Raleigh/Durham, NC"
ATL,"Atlanta, GA",PHL,"Philadelphia, PA"
ATL,"Atlanta, GA",MSY,"New Orleans, LA"
ATL,"Atlanta, GA",DFW,"Dallas/Fort Worth, TX"
ATL,"Atlanta, GA",LGA,"New York, NY"
ATL,"Atlanta, GA",FLL,"Fort Lauderdale, FL"
ATL,"Atlanta, GA",MCO,"Orlando, FL"
ATL,"Atlanta, GA",CLE,"Cleveland, OH"
ATL,"Atlanta, GA",STL,"St. Louis, MO"
ATL,"Atlanta, GA",SAT,"San Antonio, TX"
ATL,"Atlanta, GA",TPA,"Tampa, FL"
ATL,"Atlanta, GA",DEN,"Denver, CO"
ATL,"Atlanta, GA",JAX,"Jacksonville, FL"
ATL,"Atlanta, GA",BWI,"Baltimore, MD"
ATL,"Atlanta, GA",MKE,"Milwaukee, WI"
ATL,"Atlanta, GA",MEM,"Memphis, TN"
ATL,"Atlanta, GA",DAL,"Dallas, TX"
ATL,"Atlanta, GA",RDU,"Raleigh/Durham, NC"
ATL,"Atlanta, GA",HOU,"Houston, TX"
ATL,"Atlanta, GA",MSY,"New Orleans, LA"
ATL,"Atlanta, GA",BNA,"Nashville, TN"
ATL,"Atlanta, GA",LGA,"New York, NY"
ATL,"Atlanta, GA",FLL,"Fort Lauderdale, FL"
ATL,"Atlanta, GA",MDW,"Chicago, IL"
ATL,"Atlanta, GA",SRQ,"Sarasota/Bradenton, FL"
ATL,"Atlanta, GA",MCO,"Orlando, FL"
ATL,"Atlanta, GA",PBI,"West Palm Beach/Palm Beach, FL"
ATL,"Atlanta, GA",RIC,"Richmond, VA"
ATL,"Atlanta, GA",LIT,"Little Rock, AR"
ATL,"Atlanta, GA",JAN,"Jackson/Vicksburg, MS"
ATL,"Atlanta, GA",MKL,"Jackson, TN"
ATL,"Atlanta, GA",IAH,"Houston, TX"
ATL,"Atlanta, GA",EWR,"Newark, NJ"
ATL,"Atlanta, GA",IAD,"Washington, DC"
ATL,"Atlanta, GA",FLL,"Fort Lauderdale, FL"
ATL,"Atlanta, GA",SFO,"San Francisco, CA"
ATL,"Atlanta, GA",EWR,"Newark, NJ"
ATL,"Atlanta, GA",IAD,"Washington, DC"
ATL,"Atlanta, GA",RIC,"Richmond, VA"
ATL,"Atlanta, GA",EWR,"Newark, NJ"
ATL,"Atlanta, GA",SFO,"San Francisco, CA"
ATL,"Atlanta, GA",ORD,"Chicago, IL"
ATL,"Atlanta, GA",IAH,"Houston, TX"
ATL,"Atlanta, GA",EWR,"Newark, NJ"
ATL,"Atlanta, GA",DEN,"Denver, CO"
ATL,"Atlanta, GA",BFF,"Scottsbluff, NE"
ATL,"Atlanta, GA",IAD,"Washington, DC"
ATL,"Atlanta, GA",ORD,"Chicago, IL"
ATL,"Atlanta, GA",IAH,"Houston, TX"
ATL,"Atlanta, GA",EWR,"Newark, NJ"
ATL,"Atlanta, GA",DEN,"Denver, CO"
ATL,"Atlanta, GA",IAD,"Washington, DC"
ATL,"Atlanta, GA",BOS,"Boston, MA"
ATL,"Atlanta, GA",IAH,"Houston, TX"
ATL,"Atlanta, GA",EWR,"Newark, NJ"
ATL,"Atlanta, GA",IAD,"Washington, DC"
ATL,"Atlanta, GA",MCI,"Kansas City, MO"
ATT,"Atmautluak, AK",KUK,"Kasigluk, AK"
ATT,"Atmautluak, AK",NUP,"Nunapitchuk, AK"
ATT,"Atmautluak, AK",BET,"Bethel, AK"
ATT,"Atmautluak, AK",KUK,"Kasigluk, AK"
ATT,"Atmautluak, AK",NUP,"Nunapitchuk, AK"
ATT,"Atmautluak, AK",BET,"Bethel, AK"
ATT,"Atmautluak, AK",NUP,"Nunapitchuk, AK"
ATT,"Atmautluak, AK",BET,"Bethel, AK"
ATT,"Atmautluak, AK",KUK,"Kasigluk, AK"
ATT,"Atmautluak, AK",NUP,"Nunapitchuk, AK"
ATT,"Atmautluak, AK",BET,"Bethel, AK"
ATT,"Atmautluak, AK",KUK,"Kasigluk, AK"
ATT,"Atmautluak, AK",NUP,"Nunapitchuk, AK"
ATT,"Atmautluak, AK",KWN,"Quinhagak, AK"
ATT,"Atmautluak, AK",KUK,"Kasigluk, AK"
ATT,"Atmautluak, AK",NUP,"Nunapitchuk, AK"
ATT,"Atmautluak, AK",BET,"Bethel, AK"
ATT,"Atmautluak, AK",BET,"Bethel, AK"
ATT,"Atmautluak, AK",BET,"Bethel, AK"
ATT,"Atmautluak, AK",MLL,"Marshall, AK"
ATT,"Atmautluak, AK",BET,"Bethel, AK"
ATT,"Atmautluak, AK",MLL,"Marshall, AK"
ATT,"Atmautluak, AK",BET,"Bethel, AK"
ATT,"Atmautluak, AK",BET,"Bethel, AK"
ATW,"Appleton, WI",DTW,"Detroit, MI"
ATW,"Appleton, WI",MSP,"Minneapolis, MN"
ATW,"Appleton, WI",DTW,"Detroit, MI"
ATW,"Appleton, WI",DEN,"Denver, CO"
ATW,"Appleton, WI",DTW,"Detroit, MI"
ATW,"Appleton, WI",MSP,"Minneapolis, MN"
ATW,"Appleton, WI",MKE,"Milwaukee, WI"
ATW,"Appleton, WI",MSN,"Madison, WI"
ATW,"Appleton, WI",ORD,"Chicago, IL"
ATW,"Appleton, WI",BNA,"Nashville, TN"
ATW,"Appleton, WI",SAV,"Savannah, GA"
ATW,"Appleton, WI",DEN,"Denver, CO"
ATW,"Appleton, WI",LAS,"Las Vegas, NV"
ATW,"Appleton, WI",AZA,"Phoenix, AZ"
ATW,"Appleton, WI",SFB,"Sanford, FL"
ATW,"Appleton, WI",BNA,"Nashville, TN"
ATW,"Appleton, WI",PIE,"St. Petersburg, FL"
ATW,"Appleton, WI",FLL,"Fort Lauderdale, FL"
ATW,"Appleton, WI",SRQ,"Sarasota/Bradenton, FL"
ATW,"Appleton, WI",PGD,"Punta Gorda, FL"
ATW,"Appleton, WI",ORD,"Chicago, IL"
ATW,"Appleton, WI",DTW,"Detroit, MI"
ATW,"Appleton, WI",ATL,"Atlanta, GA"
ATW,"Appleton, WI",DTW,"Detroit, MI"
ATY,"Watertown, SD",ORD,"Chicago, IL"
ATY,"Watertown, SD",DEN,"Denver, CO"
AUG,"Augusta/Waterville, ME",BOS,"Boston, MA"
AUG,"Augusta/Waterville, ME",HTO,"East Hampton, NY"
AUK,"Alakanuk, AK",BET,"Bethel, AK"
AUK,"Alakanuk, AK",KOT,"Kotlik, AK"
AUK,"Alakanuk, AK",BET,"Bethel, AK"
AUK,"Alakanuk, AK",SXP,"Sheldon Point, AK"
AUK,"Alakanuk, AK",EMK,"Emmonak, AK"
AUK,"Alakanuk, AK",AUK,"Alakanuk, AK"
AUK,"Alakanuk, AK",KOT,"Kotlik, AK"
AUK,"Alakanuk, AK",BET,"Bethel, AK"
AUK,"Alakanuk, AK",SXP,"Sheldon Point, AK"
AUK,"Alakanuk, AK",EMK,"Emmonak, AK"
AUK,"Alakanuk, AK",NME,"Nightmute, AK"
AUK,"Alakanuk, AK",KSM,"St. Mary's, AK"
AUK,"Alakanuk, AK",BET,"Bethel, AK"
AUK,"Alakanuk, AK",EMK,"Emmonak, AK"
AUK,"Alakanuk, AK",EMK,"Emmonak, AK"
AUK,"Alakanuk, AK",SXP,"Sheldon Point, AK"
AUK,"Alakanuk, AK",KSM,"St. Mary's, AK"
AUK,"Alakanuk, AK",SXP,"Sheldon Point, AK"
AUS,"Austin, TX",DEN,"Denver, CO"
AUS,"Austin, TX",LAS,"Las Vegas, NV"
AUS,"Austin, TX",CVG,"Cincinnati, OH"
AUS,"Austin, TX",DEN,"Denver, CO"
AUS,"Austin, TX",SAN,"San Diego, CA"
AUS,"Austin, TX",LAX,"Los Angeles, CA"
AUS,"Austin, TX",SJC,"San Jose, CA"
AUS,"Austin, TX",DFW,"Dallas/Fort Worth, TX"
AUS,"Austin, TX",ASE,"Aspen, CO"
AUS,"Austin, TX",HOU,"Houston, TX"
AUS,"Austin, TX",IAD,"Washington, DC"
AUS,"Austin, TX",HPN,"White Plains, NY"
AUS,"Austin, TX",LAL,"Lakeland, FL"
AUS,"Austin, TX",SBD,"San Bernardino, CA"
AUS,"Austin, TX",DFW,"Dallas/Fort Worth, TX"
AUS,"Austin, TX",SDF,"Louisville, KY"
AUS,"Austin, TX",SDF,"Louisville, KY"
AUS,"Austin, TX",SDF,"Louisville, KY"
AUS,"Austin, TX",CVG,"Cincinnati, OH"
AUS,"Austin, TX",IAH,"Houston, TX"
AUS,"Austin, TX",IAD,"Washington, DC"
AUS,"Austin, TX",HHR,"Hawthorne, CA"
AUS,"Austin, TX",SJT,"San Angelo, TX"
AUS,"Austin, TX",AFW,"Dallas/Fort Worth, TX"
AUS,"Austin, TX",BWD,"Brownwood, TX"
AUS,"Austin, TX",MEM,"Memphis, TN"
AUS,"Austin, TX",MEM,"Memphis, TN"
AUS,"Austin, TX",ELP,"El Paso, TX"
AUS,"Austin, TX",MEM,"Memphis, TN"
AUS,"Austin, TX",ELP,"El Paso, TX"
AUS,"Austin, TX",MEM,"Memphis, TN"
AUS,"Austin, TX",EWR,"Newark, NJ"
AUS,"Austin, TX",LAS,"Las Vegas, NV"
AUS,"Austin, TX",FLL,"Fort Lauderdale, FL"
AUS,"Austin, TX",MCO,"Orlando, FL"
AUS,"Austin, TX",FLL,"Fort Lauderdale, FL"
AUS,"Austin, TX",EWR,"Newark, NJ"
AUS,"Austin, TX",LAS,"Las Vegas, NV"
AUS,"Austin, TX",JFK,"New York, NY"
AUS,"Austin, TX",LAX,"Los Angeles, CA"
AUS,"Austin, TX",BOS,"Boston, MA"
AUS,"Austin, TX",JFK,"New York, NY"
AUS,"Austin, TX",BOS,"Boston, MA"
AUS,"Austin, TX",BOS,"Boston, MA"
AUS,"Austin, TX",BOS,"Boston, MA"
AUS,"Austin, TX",MQY,"Smyrna, TN"
AUS,"Austin, TX",COD,"Cody, WY"
AUS,"Austin, TX",OKC,"Oklahoma City, OK"
AUS,"Austin, TX",LGB,"Long Beach, CA"
AUS,"Austin, TX",APA,"Denver, CO"
AUS,"Austin, TX",HNL,"Honolulu, HI"
AUS,"Austin, TX",CVG,"Cincinnati, OH"
AUS,"Austin, TX",TYS,"Knoxville, TN"
AUS,"Austin, TX",AVL,"Asheville, NC"
AUS,"Austin, TX",BZN,"Bozeman, MT"
AUS,"Austin, TX",SDF,"Louisville, KY"
AUS,"Austin, TX",FSD,"Sioux Falls, SD"
AUS,"Austin, TX",PVU,"Provo, UT"
AUS,"Austin, TX",MIA,"Miami, FL"
AUS,"Austin, TX",ORD,"Chicago, IL"
AUS,"Austin, TX",IAH,"Houston, TX"
AUS,"Austin, TX",CAE,"Columbia, SC"
AUS,"Austin, TX",DEN,"Denver, CO"
AUS,"Austin, TX",LAS,"Las Vegas, NV"
AUS,"Austin, TX",CLT,"Charlotte, NC"
AUS,"Austin, TX",DFW,"Dallas/Fort Worth, TX"
AUS,"Austin, TX",SJU,"San Juan, PR"
AUS,"Austin, TX",JFK,"New York, NY"
AUS,"Austin, TX",MCO,"Orlando, FL"
AUS,"Austin, TX",MIA,"Miami, FL"
AUS,"Austin, TX",TPA,"Tampa, FL"
AUS,"Austin, TX",CLT,"Charlotte, NC"
AUS,"Austin, TX",PHL,"Philadelphia, PA"
AUS,"Austin, TX",DFW,"Dallas/Fort Worth, TX"
AUS,"Austin, TX",LAX,"Los Angeles, CA"
AUS,"Austin, TX",BOS,"Boston, MA"
AUS,"Austin, TX",SNA,"Santa Ana, CA"
AUS,"Austin, TX",JFK,"New York, NY"
AUS,"Austin, TX",CLT,"Charlotte, NC"
AUS,"Austin, TX",DFW,"Dallas/Fort Worth, TX"
AUS,"Austin, TX",LAX,"Los Angeles, CA"
AUS,"Austin, TX",PHX,"Phoenix, AZ"
AUS,"Austin, TX",SNA,"Santa Ana, CA"
AUS,"Austin, TX",CLT,"Charlotte, NC"
AUS,"Austin, TX",DFW,"Dallas/Fort Worth, TX"
AUS,"Austin, TX",LAX,"Los Angeles, CA"
AUS,"Austin, TX",MIA,"Miami, FL"
AUS,"Austin, TX",ORD,"Chicago, IL"
AUS,"Austin, TX",DFW,"Dallas/Fort Worth, TX"
AUS,"Austin, TX",JFK,"New York, NY"
AUS,"Austin, TX",PHL,"Philadelphia, PA"
AUS,"Austin, TX",LAX,"Los Angeles, CA"
AUS,"Austin, TX",HSH,"Las Vegas, NV"
AUS,"Austin, TX",LNK,"Lincoln, NE"
AUS,"Austin, TX",LAS,"Las Vegas, NV"
AUS,"Austin, TX",OAK,"Oakland, CA"
AUS,"Austin, TX",PVD,"Providence, RI"
AUS,"Austin, TX",SFO,"San Francisco, CA"
AUS,"Austin, TX",RIL,"Rifle, CO"
AUS,"Austin, TX",BTV,"Burlington, VT"
AUS,"Austin, TX",COS,"Colorado Springs, CO"
AUS,"Austin, TX",GNV,"Gainesville, FL"
AUS,"Austin, TX",DAL,"Dallas, TX"
AUS,"Austin, TX",RBD,"Dallas/Fort Worth, TX"
AUS,"Austin, TX",LWC,"Lawrence, KS"
AUS,"Austin, TX",DFW,"Dallas/Fort Worth, TX"
AUS,"Austin, TX",CVG,"Cincinnati, OH"
AUS,"Austin, TX",VPS,"Valparaiso, FL"
AUS,"Austin, TX",ORD,"Chicago, IL"
AUS,"Austin, TX",STL,"St. Louis, MO"
AUS,"Austin, TX",ELP,"El Paso, TX"
AUS,"Austin, TX",AVL,"Asheville, NC"
AUS,"Austin, TX",BTR,"Baton Rouge, LA"
AUS,"Austin, TX",JAX,"Jacksonville, FL"
AUS,"Austin, TX",RNO,"Reno, NV"
AUS,"Austin, TX",ABQ,"Albuquerque, NM"
AUS,"Austin, TX",IND,"Indianapolis, IN"
AUS,"Austin, TX",RDU,"Raleigh/Durham, NC"
AUS,"Austin, TX",MSY,"New Orleans, LA"
AUS,"Austin, TX",DFW,"Dallas/Fort Worth, TX"
AUS,"Austin, TX",BNA,"Nashville, TN"
AUS,"Austin, TX",TUL,"Tulsa, OK"
AUS,"Austin, TX",TLH,"Tallahassee, FL"
AUS,"Austin, TX",BZN,"Bozeman, MT"
AUS,"Austin, TX",MCI,"Kansas City, MO"
AUS,"Austin, TX",OKC,"Oklahoma City, OK"
AUS,"Austin, TX",LAX,"Los Angeles, CA"
AUS,"Austin, TX",DTW,"Detroit, MI"
AUS,"Austin, TX",SLC,"Salt Lake City, UT"
AUS,"Austin, TX",MSP,"Minneapolis, MN"
AUS,"Austin, TX",BOS,"Boston, MA"
AUS,"Austin, TX",JFK,"New York, NY"
AUS,"Austin, TX",SLC,"Salt Lake City, UT"
AUS,"Austin, TX",MSP,"Minneapolis, MN"
AUS,"Austin, TX",MSY,"New Orleans, LA"
AUS,"Austin, TX",ATL,"Atlanta, GA"
AUS,"Austin, TX",LAX,"Los Angeles, CA"
AUS,"Austin, TX",TWF,"Twin Falls, ID"
AUS,"Austin, TX",JFK,"New York, NY"
AUS,"Austin, TX",ATL,"Atlanta, GA"
AUS,"Austin, TX",LAX,"Los Angeles, CA"
AUS,"Austin, TX",MSP,"Minneapolis, MN"
AUS,"Austin, TX",SEA,"Seattle, WA"
AUS,"Austin, TX",BOS,"Boston, MA"
AUS,"Austin, TX",JFK,"New York, NY"
AUS,"Austin, TX",DFW,"Dallas/Fort Worth, TX"
AUS,"Austin, TX",LAX,"Los Angeles, CA"
AUS,"Austin, TX",CVG,"Cincinnati, OH"
AUS,"Austin, TX",CLT,"Charlotte, NC"
AUS,"Austin, TX",RDU,"Raleigh/Durham, NC"
AUS,"Austin, TX",CVG,"Cincinnati, OH"
AUS,"Austin, TX",TYS,"Knoxville, TN"
AUS,"Austin, TX",LAS,"Las Vegas, NV"
AUS,"Austin, TX",SAN,"San Diego, CA"
AUS,"Austin, TX",AVL,"Asheville, NC"
AUS,"Austin, TX",SFB,"Sanford, FL"
AUS,"Austin, TX",MEM,"Memphis, TN"
AUS,"Austin, TX",IND,"Indianapolis, IN"
AUS,"Austin, TX",PIT,"Pittsburgh, PA"
AUS,"Austin, TX",IAD,"Washington, DC"
AUS,"Austin, TX",BZN,"Bozeman, MT"
AUS,"Austin, TX",SNA,"Santa Ana, CA"
AUS,"Austin, TX",SRQ,"Sarasota/Bradenton, FL"
AUS,"Austin, TX",SDF,"Louisville, KY"
AUS,"Austin, TX",FSD,"Sioux Falls, SD"
AUS,"Austin, TX",DSM,"Des Moines, IA"
AUS,"Austin, TX",GRR,"Grand Rapids, MI"
AUS,"Austin, TX",DFW,"Dallas/Fort Worth, TX"
AUS,"Austin, TX",DEN,"Denver, CO"
AUS,"Austin, TX",MKC,"Kansas City, MO"
AUS,"Austin, TX",MSP,"Minneapolis, MN"
AUS,"Austin, TX",IFP,"Bullhead City, AZ"
AUS,"Austin, TX",HOU,"Houston, TX"
AUS,"Austin, TX",DFW,"Dallas/Fort Worth, TX"
AUS,"Austin, TX",ATL,"Atlanta, GA"
AUS,"Austin, TX",MCI,"Kansas City, MO"
AUS,"Austin, TX",MCO,"Orlando, FL"
AUS,"Austin, TX",GPT,"Gulfport/Biloxi, MS"
AUS,"Austin, TX",MIA,"Miami, FL"
AUS,"Austin, TX",STL,"St. Louis, MO"
AUS,"Austin, TX",LGB,"Long Beach, CA"
AUS,"Austin, TX",SMF,"Sacramento, CA"
AUS,"Austin, TX",CMH,"Columbus, OH"
AUS,"Austin, TX",TPA,"Tampa, FL"
AUS,"Austin, TX",LAS,"Las Vegas, NV"
AUS,"Austin, TX",SAN,"San Diego, CA"
AUS,"Austin, TX",BWI,"Baltimore, MD"
AUS,"Austin, TX",ABQ,"Albuquerque, NM"
AUS,"Austin, TX",IND,"Indianapolis, IN"
AUS,"Austin, TX",DAL,"Dallas, TX"
AUS,"Austin, TX",HOU,"Houston, TX"
AUS,"Austin, TX",MSY,"New Orleans, LA"
AUS,"Austin, TX",BNA,"Nashville, TN"
AUS,"Austin, TX",ATL,"Atlanta, GA"
AUS,"Austin, TX",LAX,"Los Angeles, CA"
AUS,"Austin, TX",SJC,"San Jose, CA"
AUS,"Austin, TX",FLL,"Fort Lauderdale, FL"
AUS,"Austin, TX",PHX,"Phoenix, AZ"
AUS,"Austin, TX",MDW,"Chicago, IL"
AUS,"Austin, TX",DCA,"Washington, DC"
AUS,"Austin, TX",MCO,"Orlando, FL"
AUS,"Austin, TX",CHS,"Charleston, SC"
AUS,"Austin, TX",MIA,"Miami, FL"
AUS,"Austin, TX",VPS,"Valparaiso, FL"
AUS,"Austin, TX",ORD,"Chicago, IL"
AUS,"Austin, TX",STL,"St. Louis, MO"
AUS,"Austin, TX",LGB,"Long Beach, CA"
AUS,"Austin, TX",ONT,"Ontario, CA"
AUS,"Austin, TX",SMF,"Sacramento, CA"
AUS,"Austin, TX",CMH,"Columbus, OH"
AUS,"Austin, TX",ELP,"El Paso, TX"
AUS,"Austin, TX",TPA,"Tampa, FL"
AUS,"Austin, TX",DEN,"Denver, CO"
AUS,"Austin, TX",SLC,"Salt Lake City, UT"
AUS,"Austin, TX",LAS,"Las Vegas, NV"
AUS,"Austin, TX",OAK,"Oakland, CA"
AUS,"Austin, TX",SAN,"San Diego, CA"
AUS,"Austin, TX",BWI,"Baltimore, MD"
AUS,"Austin, TX",ECP,"Panama City, FL"
AUS,"Austin, TX",MSP,"Minneapolis, MN"
AUS,"Austin, TX",LBB,"Lubbock, TX"
AUS,"Austin, TX",MAF,"Midland/Odessa, TX"
AUS,"Austin, TX",AMA,"Amarillo, TX"
AUS,"Austin, TX",ABQ,"Albuquerque, NM"
AUS,"Austin, TX",IND,"Indianapolis, IN"
AUS,"Austin, TX",DAL,"Dallas, TX"
AUS,"Austin, TX",RDU,"Raleigh/Durham, NC"
AUS,"Austin, TX",HOU,"Houston, TX"
AUS,"Austin, TX",MSY,"New Orleans, LA"
AUS,"Austin, TX",BNA,"Nashville, TN"
AUS,"Austin, TX",TUL,"Tulsa, OK"
AUS,"Austin, TX",ATL,"Atlanta, GA"
AUS,"Austin, TX",LAX,"Los Angeles, CA"
AUS,"Austin, TX",SJC,"San Jose, CA"
AUS,"Austin, TX",FLL,"Fort Lauderdale, FL"
AUS,"Austin, TX",PHX,"Phoenix, AZ"
AUS,"Austin, TX",BUR,"Burbank, CA"
AUS,"Austin, TX",MDW,"Chicago, IL"
AUS,"Austin, TX",SNA,"Santa Ana, CA"
AUS,"Austin, TX",TUS,"Tucson, AZ"
AUS,"Austin, TX",MCI,"Kansas City, MO"
AUS,"Austin, TX",MCO,"Orlando, FL"
AUS,"Austin, TX",CHS,"Charleston, SC"
AUS,"Austin, TX",OKC,"Oklahoma City, OK"
AUS,"Austin, TX",COS,"Colorado Springs, CO"
AUS,"Austin, TX",HRL,"Harlingen/San Benito, TX"
AUS,"Austin, TX",HRL,"Harlingen/San Benito, TX"
AUS,"Austin, TX",SEA,"Seattle, WA"
AUS,"Austin, TX",PDX,"Portland, OR"
AUS,"Austin, TX",SEA,"Seattle, WA"
AUS,"Austin, TX",SAN,"San Diego, CA"
AUS,"Austin, TX",SEA,"Seattle, WA"
AUS,"Austin, TX",PDX,"Portland, OR"
AUS,"Austin, TX",DAL,"Dallas, TX"
AUS,"Austin, TX",SEA,"Seattle, WA"
AUS,"Austin, TX",SFO,"San Francisco, CA"
AUS,"Austin, TX",SAN,"San Diego, CA"
AUS,"Austin, TX",SEA,"Seattle, WA"
AUS,"Austin, TX",PDX,"Portland, OR"
AUS,"Austin, TX",SAN,"San Diego, CA"
AUS,"Austin, TX",SEA,"Seattle, WA"
AUS,"Austin, TX",PDX,"Portland, OR"
AUS,"Austin, TX",SFO,"San Francisco, CA"
AUS,"Austin, TX",BOI,"Boise, ID"
AUS,"Austin, TX",DAL,"Dallas, TX"
AUS,"Austin, TX",TUS,"Tucson, AZ"
AUS,"Austin, TX",LAS,"Las Vegas, NV"
AUS,"Austin, TX",MIA,"Miami, FL"
AUS,"Austin, TX",STL,"St. Louis, MO"
AUS,"Austin, TX",LGB,"Long Beach, CA"
AUS,"Austin, TX",SMF,"Sacramento, CA"
AUS,"Austin, TX",TPA,"Tampa, FL"
AUS,"Austin, TX",LAS,"Las Vegas, NV"
AUS,"Austin, TX",SAN,"San Diego, CA"
AUS,"Austin, TX",BWI,"Baltimore, MD"
AUS,"Austin, TX",ABQ,"Albuquerque, NM"
AUS,"Austin, TX",DAL,"Dallas, TX"
AUS,"Austin, TX",HOU,"Houston, TX"
AUS,"Austin, TX",MSY,"New Orleans, LA"
AUS,"Austin, TX",BNA,"Nashville, TN"
AUS,"Austin, TX",ATL,"Atlanta, GA"
AUS,"Austin, TX",LAX,"Los Angeles, CA"
AUS,"Austin, TX",FLL,"Fort Lauderdale, FL"
AUS,"Austin, TX",PHX,"Phoenix, AZ"
AUS,"Austin, TX",MDW,"Chicago, IL"
AUS,"Austin, TX",DCA,"Washington, DC"
AUS,"Austin, TX",MCO,"Orlando, FL"
AUS,"Austin, TX",HOU,"Houston, TX"
AUS,"Austin, TX",AVL,"Asheville, NC"
AUS,"Austin, TX",IAH,"Houston, TX"
AUS,"Austin, TX",EWR,"Newark, NJ"
AUS,"Austin, TX",DEN,"Denver, CO"
AUS,"Austin, TX",IAD,"Washington, DC"
AUS,"Austin, TX",SFO,"San Francisco, CA"
AUS,"Austin, TX",IAH,"Houston, TX"
AUS,"Austin, TX",ORD,"Chicago, IL"
AUS,"Austin, TX",IAH,"Houston, TX"
AUS,"Austin, TX",EWR,"Newark, NJ"
AUS,"Austin, TX",DEN,"Denver, CO"
AUS,"Austin, TX",IAD,"Washington, DC"
AUS,"Austin, TX",SFO,"San Francisco, CA"
AUS,"Austin, TX",ORD,"Chicago, IL"
AUS,"Austin, TX",IAH,"Houston, TX"
AUS,"Austin, TX",EWR,"Newark, NJ"
AUS,"Austin, TX",DEN,"Denver, CO"
AUS,"Austin, TX",IAD,"Washington, DC"
AUS,"Austin, TX",SFO,"San Francisco, CA"
AUS,"Austin, TX",ICT,"Wichita, KS"
AUS,"Austin, TX",ORD,"Chicago, IL"
AUS,"Austin, TX",IAH,"Houston, TX"
AUS,"Austin, TX",EWR,"Newark, NJ"
AUS,"Austin, TX",DEN,"Denver, CO"
AUS,"Austin, TX",IAD,"Washington, DC"
AUS,"Austin, TX",LAX,"Los Angeles, CA"
AUS,"Austin, TX",SFO,"San Francisco, CA"
AUS,"Austin, TX",MCI,"Kansas City, MO"
AUS,"Austin, TX",IAH,"Houston, TX"
AUS,"Austin, TX",EWR,"Newark, NJ"
AUS,"Austin, TX",IAH,"Houston, TX"
AUS,"Austin, TX",EWR,"Newark, NJ"
AUS,"Austin, TX",SFO,"San Francisco, CA"
AUS,"Austin, TX",IAH,"Houston, TX"
AUS,"Austin, TX",IAH,"Houston, TX"
